text,class
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,2
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,2
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",2
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,1
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",1
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,2
The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,1
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",2
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,0
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",1
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",2
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",2
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,2
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1
The share subscription period will expire on 30 September 2007 .,1
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",2
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",1
"In addition , MIDs are always online and enable full Internet browsing .",1
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,2
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",1
Energy experts explain why Texas is facing power shortages again. ,0
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .",1
Acquisitions have been made and businesses have been well integrated .,2
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",1
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",1
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",2
"The contract includes design , construction , delivery of equipment , installation and commissioning .",1
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",0
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",1
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",1
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",1
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",1
The first phase will be completed by the end of 2012 .,1
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1
"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .",1
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,0
"Sony Q4 profit doubles, helped by gaming, movies and other content",2
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,1
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",2
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",2
The value of the orders is over EUR 25mn .,1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,1
UK to go easy on firms with unpaid taxes during pandemic,2
says virus is rapidly spreading in India's rural areas. ,0
Less than ten people will face pension agreements .,1
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1
"BAWAG - Is to issue a benchmark , covered deal .",1
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,2
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",0
These companies will be able to keep their market positions .,2
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",1
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,1
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",2
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,1
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",0
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",2
"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",1
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",2
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",1
The offer represents a premium of 24 % over the stock 's closing price on Friday .,2
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",1
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,0
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",0
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",1
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",2
Currently the quarterly applied surcharges differ significantly from the actual market prices .,1
"Following the move , Stora Enso holding in NewPage will remain unchanged .",1
The name of the buyer was not disclosed .,1
"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",1
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,2
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",0
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",1
`` We are selling an information systems development business to the Finns .,1
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",0
"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",2
The bridge will be built to the south of the existing bridge spanning the strait .,1
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,1
Nordea will coordinate the syndicated loan .,1
`` They want my credit card info and my personal details .,1
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",2
J+Ærvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,1
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,2
SWOT analysis is just one method of categorization and has its own weaknesses .,1
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,2
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,1
Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,1
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",1
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,1
No pricing details were disclosed .,1
The passenger tunnel is expected to be put into operation in 2009 .,1
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,2
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,1
The Company turnover amounted to MEUR 27.9 in 2007 .,1
Rosa is one of the best-known Duckburg illustrators .,1
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0
The pain might not be over for tech stocks. ,0
Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,2
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",1
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,1
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",1
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",1
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1
"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",1
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1
"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",1
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1
Salonen added that data shows producers ' pulp inventories in North America are declining . ',0
Rosen was cautious about being too optimistic inregard to the second half of the year .,1
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2
The deal means that ten persons in three countries will transfer to Tieto .,1
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,2
The energy shot is packed in a 100-millilitre bag with a screw cap .,1
The company will release its 2010 results on 11 February 2011 .,1
"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",1
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",2
Inha Works has invested in its product development and market research .,1
Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,0
The company website is www.ahlstrom.com .,1
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",1
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,1
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,1
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,1
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",1
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",1
The appointments will be in force until the new CEO has been appointed .,1
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,1
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,1
